idx,inference_time(localize),inference_time(recognize),result,,
701,48.759998,672.799988,34go6392,,
702,47.369999,670.099976,61ra565,,
703,47.68,673.219971,chungbuk82aa2680,,
704,48.279999,671.570007,jeonnam06ba5690,,
705,47.43,670.150024,67ru696,,
706,48.57,670.97998,53so7378,,
707,49.110001,672.030029,67du726,,
708,47.970001,670.909973,35ra9793,,
709,47.98,670.299988,gangwon80ba9050,,
710,47.990002,670.369995,27jo9639,,
711,48.189999,670.450012,10ra453,,
712,49.07,671.580017,84doe1135,670,gyeonggi95ja6445
713,46.299999,1751,47.560001,,
714,48.349998,670.640015,35joe3069,,
715,49.419998,671.98999,gyeonggi90ja9429,,
716,48.790001,671.52002,36do3530,,
717,47.720001,670.659973,427ru6286,,
718,49.139999,672.210022,59948,,
719,48.639999,671.26001,88roe1027,,
720,48.950001,671.169983,14nu7081,,
721,48.939999,671.659973,gangwon98sa1733,,
722,48.169998,670.5,gyeongbuk87aa6485,,
723,48.599998,670.940002,96jo1542,,
724,49.16,672.090027,93jo901,,
725,47.98,670.880005,86na7719,,
726,48.540001,670.799988,82soe8795,,
727,47.549999,670.030029,43roe9569,,
728,48.73,670.669983,53mu8762,,
729,48.48,671.440002,83do7006,,
730,49.099998,671.440002,29boe0785,,
731,49.040001,671.380005,jeonnam70ja1533,,
732,49.060001,671.780029,20ga3886,,
733,48.540001,671.049988,53so7380,,
734,48.470001,670.659973,64nu866,,
735,48.119999,670.929993,51ro1977,,
736,49.009998,671.710022,63wu473,,
737,48.639999,671.48999,52hoe8078,,
738,48.549999,670.97998,56goe7360,,
739,48.299999,670.679993,chungnam80ba8904,,
740,49.299999,671.409973,29oo4932,,
741,47.529999,670.460022,32na8772,,
742,49.139999,671.900024,13ha9264,,
743,47.830002,670.76001,41na5716,,
744,49.209999,671.820007,54ro5687,,
745,47.869999,669.909973,gyeonggi82ba7288,,
746,47.93,671.26001,81ro2547,,
747,49.040001,672.820007,06moe5827,,
748,48.330002,670.659973,58wu0763,,
749,49.439999,672.330017,71mu2417,,
750,48.16,670.47998,30mo5800,,
751,49.290001,671.73999,3roe2783,,
752,48.279999,670.719971,83gu8613,,
753,49.27,671.580017,chungbuk71ba6615,,
754,47.849998,670.330017,jeonbuk81sa8063,,
755,48.169998,670.419983,jeonbuk86sa8905,,
756,48.459999,670.97998,46aoe7817,,
757,48.900002,671.369995,09bu1022,,
758,48.950001,671.5,41noe0516,,
759,47.810001,669.950012,chungbuk84aa4733,,
760,49.459999,672.159973,68so7943,,
761,48.59,670.590027,chungbuk82ja2495,,
762,47.57,670.090027,chungbuk90ja722,,
763,48.23,670.690002,74go9581,,
764,49.200001,671.650024,41nu4130,,
765,48.139999,670.72998,62ma564,,
766,48.130001,670.659973,mo1049,,
767,48.509998,671.23999,31no3842,,
768,48.860001,671.27002,68do5201,,
769,49.259998,671.48999,gyeonggi92ba6643,,
770,47.779999,670.929993,chungnam30da7170,,
771,48.91,671.530029,13ma8182,,
772,47.919998,670.400024,95na6060,,
773,48.189999,670.719971,jeonnam80ba2644,,
774,48.73,671.309998,27soe5488,,
775,48.139999,670.609985,daejeon85sa6456,,
776,48.939999,671.619995,49moe3487,,
777,48.18,671.27002,06da8177,,
778,49.509998,671.97998,47da7776,,
779,47.700001,670.98999,20na0261,,
780,48.66,671.179993,29no2749,,
781,48.970001,671.380005,25roe7079,,
782,48.389999,671.059998,01noe1720,,
783,47.93,670.869995,24hoe9621,,
784,47.299999,670.47998,35ha6718,,
785,49.18,671.549988,chungbuk88ja5632,,
786,48.189999,670.75,01ju5605,,
787,49.110001,671.409973,jeonbuk80sa1598,,
788,48.290001,670.340027,50joe0478,,
789,47.599998,670.390015,06bo5022,,
790,48.330002,670.650024,jeonbuk83sa8037,,
791,49.669998,671.75,busan98sa1225,,
792,48.799999,671.849976,81jo6487,,
793,48.59,670.900024,33ho8609,,
794,47.560001,669.710022,24boe8737,,
795,47.799999,670.169983,22oo8026,,
796,47.759998,670.200012,jeonnam98sa4033,,
797,47.779999,670.299988,59da5771,,
798,47.970001,670.219971,chungbuk82ja2900,,
799,48.330002,670.880005,50ho550,,
800,48.73,670.950012,79joe1398,,
801,47.990002,670.919983,80ga9504,,
802,48.02,670.640015,05ra1639,,
803,47.580002,670.140015,97goe2356,,
804,48.689999,671.109985,incheon85aa6944,,
805,48.450001,671.130005,14ma1931,,
806,48.419998,670.919983,chungbuk80sa2166,,
807,48.450001,671.210022,84roe7624,,
808,49.07,671.890015,jeonbuk92sa6924,,
809,47.75,671,30goe1555,,
810,49.110001,671.840027,53ga6126,,
811,48.009998,670.97998,36roe144,,
812,48.689999,671.340027,28soe2643,,
813,48.41,670.98999,16doe1898,,
814,49.32,671.419983,34ru4712,,
815,49.16,671.549988,67doe4367,,
816,47.740002,670.059998,busan90ba1741,,
817,48.419998,670.799988,14mo3932,,
818,49.18,672.320007,30ru8672,,
819,46.389999,664.320007,busan,,
820,47.48,669.97998,68na8706,,
821,47.810001,670.190002,12roe1657,,
822,47.860001,670.02002,51noe8757,,
823,47.669998,669.98999,busan99sa9671,,
824,46.990002,670.02002,jeonnam98sa4748,,
825,48.09,670.900024,gyeonggi67goe1686,,
826,48.040001,670.609985,65jo3652,,
827,48.490002,670.73999,89mu9362,,
828,47.740002,670.080017,gyeongbuk80aa9293,,
829,48.279999,670.880005,49oo8435,,
830,48.220001,670.669983,05ro6962,,
831,49.259998,671.580017,20ju6248,,
832,48.5,670.900024,gyeongbuk78aa116,,
833,47.529999,670.539978,12nu1067,,
834,47.860001,671.190002,chungbuk70da2585,,
835,48.630001,670.840027,31aoe4614,,
836,48.380001,670.830017,68oo2940,,
837,48.34,670.869995,gwangju86ba7505,,
838,48.060001,670.309998,gyeongnam80aa7957,,
839,48.240002,670.679993,28da9457,,
840,48.900002,671.469971,20doe3728,,
841,47.419998,670.289978,24joe9883,,
842,48.27,671.150024,89go4086,,
843,48.900002,671.159973,chungbuk83aa8583,,
844,48.950001,671.26001,56roe9903,,
845,49.07,671.309998,chungnam85sa1148,,
846,48.32,671.27002,38ro4842,,
847,48.18,670.219971,jeonnam83ba3922,,
848,49.23,671.840027,43boe2243,,
849,48.919998,671.570007,59so5257,,
850,48.43,670.859985,15ma3874,,
851,49.400002,671.98999,50ju1649,,
852,48.59,670.919983,13aoe086,,
853,48.349998,670.640015,26roe4956,,
854,49.299999,672.280029,37soe9506,,
855,47.849998,670.210022,17da9573,,
856,48.970001,671.179993,gwangju86ba6782,,
857,48.82,671.359985,32bu9686,,
858,48.490002,671.210022,367ga2971,,
859,47.889999,670.47998,48jo8823,,
860,48.049999,670.830017,28jo6182,,
861,48.349998,672.109985,89wu3397,,
862,49.639999,671.849976,daegu81aa5314,,
863,48.82,671.01001,56mo3460,,
864,48.689999,671.26001,87ga9014,,
865,47.560001,669.710022,gyeonggi85ba6154,,
866,48.830002,671.109985,40do6559,,
867,48.450001,671.01001,45da3385,,
868,47.990002,669.880005,chungbuk86aa5502,,
869,49.619999,672.070007,52so0558,,
870,47.599998,670.159973,24ho1165,,
871,48.970001,671.460022,94da9189,,
872,49.130001,671.679993,seoul09ba442,,
873,48.900002,671.320007,54so200,,
874,48.169998,671.030029,63aoe394,,
875,48.389999,670.650024,seoul87aa9174,,
876,47.970001,670.719971,gangwon06do8068,,
877,47.540001,670.530029,09ga9638,,
878,48.630001,671.210022,09bo4947,,
879,47.790001,670.289978,60ra4630,,
880,49.09,671.919983,jeonbuk96sa3969,,
881,48.98,671.48999,85ba8962,,
882,48.5,670.820007,2da1335,,
883,48,670.140015,5hoe6793,,
884,48.369999,671.119995,jeonbuk06aa6125,,
885,47.689999,670.590027,65joe4065,,
886,49.060001,671.650024,370856,,
887,48.459999,671.47998,55noe4372,,
888,48.619999,670.880005,chungnam80aa2418,,
889,48.830002,671.179993,15ra2674,,
890,49.310001,671.5,853ju9864,,
891,47.279999,670.780029,06mo6627,,
892,49.049999,671.669983,gyeonggi92sa4424,,
893,48.189999,670.380005,gyeongbuk87aa6701,,
894,47.669998,670.070007,gyeongbuk98sa1995,,
895,49.450001,671.919983,16doe962,,
896,47.990002,670.22998,24gu9389,,
897,49.139999,671.169983,91bo9683,,
898,47.810001,670.030029,67na7445,,
899,49.16,671.48999,93ro7503,,
900,49.07,672.450012,17ra1661,,
901,48.84,671.140015,jeonnam80ba8938,,
902,49.610001,671.859985,chungnam99sa1031,,
903,47.630001,670.369995,85ju8817,,
904,47.52,670.390015,65wu5955,,
905,49.02,671.98999,jeju79ba6861,,
906,47.490002,669.969971,23do4727,,
907,48.400002,670.549988,daegu91aa3607,,
908,48.43,671.369995,jeonnam98sa8677,,
909,49.220001,671.820007,94ru2426,,
910,48.43,670.719971,chungnam85sa1198,,
911,47.970001,670.609985,gwangju86ba6161,,
912,49.470001,671.98999,89ma2571,,
913,48.400002,671.119995,63joe4316,,
914,48.950001,671.25,1hoe1045,,
915,48.900002,671.429993,16ro0132,,
916,48.099998,670.840027,chungnam98sa4325,,
917,48.200001,670.52002,58aoe2098,,
918,48.41,671.669983,08do2128,,
919,48.220001,670.969971,09goe5110,,
920,48.369999,670.719971,68ra2286,,
921,47.66,670.77002,60na7686,,
922,48.709999,671.280029,95mo9820,,
923,48.98,671.830017,97goe3151,,
924,48.27,670.640015,busan90aa6837,,
925,48.240002,670.580017,chungbuk82aa2656,,
926,49.27,672.059998,57no431,,
927,48.16,670.409973,chungnam80ba5014,,
928,48.830002,670.919983,83doe953,,
929,47.919998,670.119995,47do1481,,
930,47.799999,670.469971,20ho3355,,
931,48.02,670.539978,chungbuk82aa3576,,
932,48.200001,670.619995,11ga8912,,
933,48.970001,671.48999,chungbuk90aa1601,,
934,49.380001,671.539978,39joe3753,,
935,48.740002,670.909973,32moe8713,,
936,48.720001,671.5,545423,,
937,47.790001,671.030029,02ra3296,,
938,48.490002,671.109985,1go0976,,
939,48.02,670.960022,12su7499,,
940,49.75,672.109985,incheon85ba2780,,
941,48.66,670.780029,40goe6573,,
942,49.220001,671.559998,91ra170,,
943,49.169998,671.549988,19doe8696,,
944,48.709999,671.429993,56du2947,,
945,49.25,671.969971,35no1873,,
946,48.759998,671.390015,gyeongbuk86aa8037,,
947,49.099998,672.76001,37da7781,,
948,49.41,671.890015,16doe3021,,
949,48.099998,670.22998,32du397,,
950,48.880001,671.320007,97so6738,,
951,47.389999,670.169983,06mo6210,,
952,49.27,672.289978,89aa410,,
953,48.23,674.390015,68go3623,,
954,49.09,671.109985,31gu2069,,
955,47.68,669.75,gyeonggi99sa1411,,
956,48.439999,671.719971,aoe,,
957,47.919998,670.26001,82soe9850,,
958,47.779999,669.960022,6ha7315,,
959,48.32,670.919983,81wu2452,,
960,47.77,670.599976,incheon85ba4184,,
961,49.380001,672.75,goe,,
962,48.5,671.099976,jeonnam91ba6329,,
963,48,670.27002,67noe8942,,
964,48.759998,671.619995,36da9510,,
965,48.599998,671.090027,39joe9483,,
966,49.259998,671.559998,chungbuk82aa2563,,
967,47.970001,670.380005,14moe2548,,
968,48.91,671.580017,38noe3416,,
969,48.349998,670.719971,39noe3492,,
970,48.150002,670.890015,17no5775,,
971,47.990002,670.23999,84goe9511,,
972,47.470001,669.549988,59bo0906,,
973,48.150002,670.47998,41ha7746,,
974,47.900002,670.380005,60bu4852,,
975,47.32,669.690002,1ha1017,,
976,47.709999,670.030029,12do7857,,
977,49.139999,671.580017,so2568,,
978,47.700001,670.049988,42noe4122,,
979,49.049999,671.47998,26gu8183,,
980,48.080002,669.909973,55noe6623,,
981,47.919998,670.679993,24su5039,,
982,47.740002,670.27002,93nu9689,,
983,46.290001,669.630005,84bo329,,
984,49.540001,672.780029,daejeon89aa2999,,
985,47.799999,670.320007,97bo832,,
986,49.009998,671.840027,82sa8463,,
987,47.529999,670.349976,21doe0610,,
988,48.5,671.72998,27bo4425,,
989,48.970001,671.609985,59wu6045,,
990,47.73,670.080017,20noe8726,,
991,47.990002,670.400024,76jo6353,,
992,48.25,671.419983,27moe6335,,
993,49,671.390015,01ho8150,,
994,49.599998,672.619995,67wu647,,
995,47.549999,669.890015,gyeongbuk80aa8027,,
996,49.009998,671.609985,30ju500,,
997,48.650002,671.369995,103goe0682,,
998,47.91,671.450012,53ga5797,,
999,49.48,671.609985,54ho876,,
1000,48.380001,670.669983,seoul68ba413,,
1001,47.380001,670.190002,83ba2839,,
1002,48.93,672.349976,chungbukdo6688,,
1003,47.759998,670.289978,24ra4012,,
1004,48.360001,670.640015,30da0652,,
1005,49.209999,671.820007,ga1306,,
1006,48.18,670.419983,85boe9526,,
1007,47.66,669.969971,59noe4125,,
1008,49.189999,671.609985,31ra995,,
1009,48.09,670.77002,67du7656,,
1010,48.880001,671.349976,54joe0427,,
1011,47.77,670.359985,2ha5934,,
1012,48.549999,671.309998,83no4232,,
1013,47.549999,670.090027,chungbuk14go5228,,
1014,48.119999,670.5,71roe2859,,
1015,47.77,670.369995,jeonnam99aa8001,,
1016,48.779999,671.210022,daejeon80ba1150,,
1017,47.509998,669.98999,19da382,,
1018,48.41,671.169983,81ga8155,,
1019,48.459999,671.059998,69mo4155,,
1020,48.400002,670.830017,24nu3500,,
1021,48.709999,670.950012,chungbuk90aa1630,,
1022,48.889999,671.27002,89aa3731,,
1023,49.049999,671.73999,chungbuk14go6989,,
1024,48.740002,671.590027,chungbuk06do5080,,
1025,48.220001,670.799988,48joe524,,
1026,47.700001,669.780029,62da6404,,
1027,47.689999,669.900024,89bu2894,,
1028,48.549999,671.179993,chungbuk14go7452,,
1029,47.959999,672.140015,79ma5211,,
1030,48.740002,670.950012,84bo8912,,
1031,48,670.840027,12do6915,,
1032,49.16,671.690002,17ba5318,,
1033,49.529999,671.73999,49go9416,,
1034,49.34,673.22998,ro,,
1035,48.75,671.099976,21ro2250,,
1036,49.16,671.47998,17wu516,,
1037,48.369999,670.390015,daegu80aa1821,,
1038,47.73,670.409973,36boe3120,,
1039,48.75,671.659973,chungbuk84aa5736,,
1040,49.130001,671.390015,10do703young,,
1041,47.880001,670.650024,40soe3601,,
1042,48.220001,670.719971,gyeonggi95ja7846,,
1043,49.189999,671.330017,13bo6784,,
1044,48.25,670.75,noe5394,,
1045,49.580002,671.679993,85boe907,,
1046,48.16,670.380005,34bu4307,,
1047,49.16,671.460022,incheon95ba3038,,
1048,48.599998,671.280029,27ru4688,,
1049,49.389999,671.549988,38jo795,,
1050,47.970001,670.409973,54-403,,
1051,49.110001,672.539978,73ru1877,,
1052,49.220001,671.72998,17gu2612,,
1053,47.799999,670.409973,42joe1236,,
1054,48.779999,671.320007,incheon85ja4154,,
1055,49.139999,671.289978,jeonbuk98sa4169,,
1056,48.799999,671.349976,chungnam85sa1150,,
1057,49.360001,671.969971,46gu0340,,
1058,48.189999,670.309998,12doe6983,,
1059,48.779999,671.349976,jeju96aa2817,,
1060,48.279999,670.450012,gyeonggi95ja4500,,
1061,48.040001,670.070007,42doe1480,,
1062,47.610001,670.330017,jeonnam80ba4959,,
1063,47.619999,669.799988,01so0739,,
1064,48.200001,670.48999,jeonbuk90sa1260,,
1065,48.299999,670.710022,chungnam85sa1905,,
1066,48.150002,671.22998,jeonnam84ba3260,,
1067,49.060001,671.590027,16ra9331,,
1068,47.459999,670.080017,73ho2521,,
1069,48.34,670.52002,83moe919,,
1070,47.610001,669.900024,15ju9410,,
1071,47.689999,670.450012,93roe5724,,
1072,48.73,671.77002,29mo6544,,
1073,47.880001,670.630005,35ra8699,,
1074,48.099998,670.609985,53boe0523,,
1075,48.790001,671.690002,84mo990,,
1076,49.209999,671.919983,56ga9968,,
1077,47.990002,670.280029,67da5107,,
1078,48.889999,671.799988,35joe558,,
1079,48.139999,670.359985,75ra6560,,
1080,47.450001,670.780029,84goe2914,,
1081,49.459999,671.929993,64ho526,,
1082,48.060001,671.01001,busan90ba3394,,
1083,48.939999,671.630005,06moe8681,,
1084,48.040001,670.330017,seoul71ba6964,,
1085,49.310001,671.849976,15ja1003,,
1086,49.43,671.570007,jeonnam74sa1261,,
1087,47.720001,670.919983,48goe7879,,
1088,49.259998,671.679993,90bu2254,,
1089,48.490002,670.75,jeonnam90ba2650,,
1090,47.98,670.48999,55joe2730,,
1091,49.040001,671.650024,48bo205,,
1092,47.990002,670.659973,31bu8521,,
1093,48.5,670.679993,69go2168,,
1094,49.150002,672.25,33da2874,,
1095,47.939999,670.440002,47ro9435,,
1096,47.68,670.219971,24ru913,,
1097,49.470001,671.809998,64na2892,,
1098,48.639999,671.450012,98ba3816,,
1099,49.330002,671.669983,84oo9236,,
1100,49.700001,672.070007,88aa6966,,
1101,48.75,671.559998,gyeongnam81sa1645,,
1102,47.66,670.669983,62noe5576,,
1103,49.02,671.349976,daejeon87aa5409,,
1104,49.119999,671.390015,38bu945,,
1105,47.540001,670.219971,28bu3289,,
1106,48.34,670.559998,43ro1420,,
1107,47.619999,669.929993,6oo3063,,
1108,48.919998,671.219971,15nu8476,,
1109,49.52,671.669983,93roe383,,
1110,48.59,671.380005,41ju1580,,
1111,48.43,671.049988,36no8097,,
1112,47.669998,670.409973,35roe9893,,
1113,48.939999,672.75,bu,,
1114,47.470001,669.929993,10boe7716,,
1115,47.470001,670.090027,80oo184,,
1116,48.84,671.640015,57doe7340,,
1117,48.259998,670.75,gyeongbuk75ba2592,,
1118,48.119999,670.849976,27gu9516,,
1119,47.82,670.27002,58noe2694,,
1120,48.91,671.01001,84moe7501,,
1121,47.959999,670.26001,24mu281,,
1122,48.77,671.109985,gyeonggi93aa7420,,
1123,48.68,671.150024,32so6054,,
1124,47.950001,670.299988,ho1686,,
1125,48.59,671,30ba753,,
1126,49.540001,672,55bu696,,
1127,47.900002,670.460022,70ju4869,,
1128,48.389999,671.140015,soe,,
1129,47.810001,670.23999,24do4497,,
1130,49.369999,672.070007,38gu1862,,
1131,48.110001,670.47998,30soe707,,
1132,47.990002,670.059998,62nu2699,,
1133,49.450001,671.659973,87ru2535,,
1134,47.91,670.359985,busan99sa6735,,
1135,47.68,669.840027,46joe581,,
1136,49.049999,671.890015,57da697,,
1137,47.790001,670.26001,57ju5396,,
1138,48.450001,670.599976,57oo0872,,
1139,47.360001,669.859985,42soe6929,,
1140,49.080002,671.599976,40nu2174,,
1141,47.709999,670.01001,jeonnam82ba5041,,
1142,49.419998,671.440002,61nu194,,
1143,47.720001,670.960022,85ro6230,,
1144,49.25,672,92so4370,,
1145,49.09,672.76001,05gu9490,,
1146,48.799999,671.48999,89gu6256,,
1147,49.110001,672.01001,ga,,
1148,48.560001,670.969971,67do9070,,
1149,48.990002,671.919983,12ho2398,,
1150,48,670.47998,34du7277,,
1151,48.560001,670.820007,jeonnam74sa1028,,
1152,48.139999,670.469971,13gu7461,,
1153,48.5,671.140015,88bo139,,
1154,48.650002,671.090027,41noe3587,,
1155,49.290001,671.859985,18ma9798,,
1156,49.09,671.349976,gyeongnam81aa9770,,
1157,47.990002,670.97998,jeonnam98ja7135,,
1158,49.290001,671.570007,52mo9093,,
1159,49.099998,671.559998,46su6395,,
1160,48.450001,670.890015,seoul85ba2998,,
1161,47.959999,670.190002,jeonnam98aa1634,,
1162,47.610001,670.309998,35aa5069,,
1163,48.360001,670.679993,82bu9158,,
1164,49.459999,674.51001,27bo4938,,
1165,48.240002,671.289978,busan59aa256,,
1166,48.98,673.580017,27roe3869,,
1167,48.209999,670.75,jeonnam86ba2841,,
1168,47.66,670.02002,23nu1246,,
1169,48.509998,670.75,seoul81sa4928,,
1170,49.080002,672.130005,gyeongnam81sa2329,,
1171,48.130001,671.02002,gyeonggi92ja5867,,
1172,49.16,671.590027,3aoe3672,,
1173,49.419998,672.01001,51ro5301,,
1174,48.599998,671.039978,48wu2160,,
1175,48.41,670.75,seoul83sa4669,,
1176,48.119999,670.719971,81aoe9684,,
1177,48.150002,670.429993,2ha7373,,
1178,47.57,669.809998,31moe7409,,
1179,49.349998,671.700012,73ho801,,
1180,49.110001,671.48999,51so2379,,
1181,48.48,671.070007,95soe404,,
1182,47.759998,670.469971,gyeonggi94sa5111,,
1183,48.919998,672.150024,jeonnam06ka4620,,
1184,49.509998,672.210022,87doe4248,,
1185,49.580002,671.960022,39ro8762,,
1186,48.52,672.330017,35ga8696,,
1187,48.279999,670.880005,91na3884,,
1188,49.139999,671.190002,gyeonggi84aa1060,,
1189,47.900002,670.859985,31bo8573,,
1190,47.700001,670.349976,31hoe673,,
1191,48.689999,671.090027,62ru8824,,
1192,48.380001,670.75,23do2065,,
1193,48.459999,670.539978,gyeongbuk84aa9801,,
1194,48.700001,671.030029,47ju1537,,
1195,48.669998,671.869995,jeonnam98ja7130,,
1196,49.16,671.409973,17oo3202,,
1197,48.32,671.22998,34roe1727,,
1198,49.189999,671.530029,57go8722,,
1199,48.700001,671.469971,18joe6728,,
1200,48.34,670.830017,68ha4979,,
1201,48.290001,671.330017,65bo9361,,
1202,47.919998,670.570007,990sa1509,,
1203,48.59,671.140015,28gu8554,,
1204,48.779999,671.159973,72du5747,,
1205,48.720001,671.619995,90roe9616,,
1206,49.029999,671.700012,07su1226,,
1207,47.560001,670.109985,chungbuk14go5141,,
1208,48.189999,670.48999,14na5674,,
1209,47.689999,670.690002,43no2535,,
1210,48.43,671.080017,27ma0188,,
1211,47.91,670.619995,gwangju90ba2376,,
1212,48.720001,671,gyeonggi94sa2625,,
1213,48.25,670.619995,83doe952,,
1214,48.73,671.97998,50ga1796,,
1215,48.389999,671.869995,87roe3595,,
1216,48.240002,670.909973,63ju5085,,
1217,47.950001,670.179993,62su0312,,
1218,48.73,671.299988,34roe1898,,
1219,47.57,670.070007,31mo7406,,
1220,49.169998,671.789978,76da9092,,
1221,48.759998,671.169983,46jo1943,,
1222,49.099998,671.429993,49da4065,,
1223,49.32,671.630005,87aa8336,,
1224,48.139999,670.679993,47ro9315,,
1225,47.540001,670.109985,02ra9289,,
1226,49.189999,671.97998,95soe8307,,
1227,48.009998,670.98999,ba9680,,
1228,48.950001,671.429993,80aoe8727,,
1229,48.299999,670.679993,96du9029,,
1230,47.799999,671.450012,40ra5455,,
1231,48.59,670.869995,32jo1935,,
1232,49.360001,672.359985,86go8039,,
1233,48.459999,670.960022,jeonbuk06ba2080,,
1234,48.02,670.710022,58boe2994,,
1235,49.549999,671.77002,17moe9342,,
1236,47.700001,670.059998,60da5878,,
1237,47.849998,670.349976,23ma1021,,
1238,48.77,671.450012,incheon98ba4607,,
1239,47.689999,670.299988,13oo264,,
1240,49.25,672.23999,65jo8352,,
1241,48.02,670.23999,chungbuk80ba1139,,
1242,48.580002,670.809998,51da3420,,
1243,48.43,670.960022,67so5415,,
1244,48.529999,670.700012,30ha1532,,
1245,47.290001,670.219971,37gu8817,,
1246,47.34,669.98999,82ro2058,,
1247,48.810001,671.809998,23so347,,
1248,48.389999,670.5,96doe907,,
1249,48.169998,670.340027,42no9122,,
1250,47.57,670.320007,jeonbuk83na5045,,
1251,48.84,671.590027,03ha9658,,
1252,48.290001,670.349976,su3407,,
1253,47.73,670.320007,15ru5253,,
1254,49.439999,671.5,85do371,,
1255,48.549999,671.73999,59wu9240,,
1256,48.43,671.090027,62ro6802,,
1257,48.029999,670.130005,30ru9431,,
1258,47.639999,670.559998,62ha8012,,
1259,48.080002,670.690002,57so9723,,
1260,47.720001,669.960022,16ru2338,,
1261,49.009998,672.280029,85112,,
1262,49.450001,671.609985,5na1505,,
1263,49.560001,671.98999,92ro6850,,
1264,49.400002,671.820007,01go9229,,
1265,47.700001,671.280029,busan30go4165,,
1266,48,670.809998,36ba494,,
1267,48.049999,670.179993,jeonnam82ba8732,,
1268,49.110001,672.099976,51mo8980,,
1269,47.939999,670.690002,19da2329,,
1270,48.98,671.580017,24doe572,,
1271,48.73,670.880005,53ga1721,,
1272,48.32,670.840027,22hoe5240,,
1273,48.849998,671.77002,83soe7421,,
1274,48.330002,671.23999,83soe7402,,
1275,47.630001,669.97998,49soe3103,,
1276,48.330002,671.070007,42nu8996,,
1277,48.259998,670.400024,41su2384,,
1278,49.48,672.039978,35moe644,,
1279,47.529999,669.650024,64mo0265,,
1280,48.169998,670.450012,31aoe3434,,
1281,49.09,671.409973,47na7285,,
1282,49.209999,671.72998,50bu0969,,
1283,49.16,672.280029,87aa442,,
1284,47.619999,670.02002,95ga9165,,
1285,48.950001,671.200012,27joe9827,,
1286,48.139999,671.080017,66boe8808,,
1287,48.639999,671.090027,90joe8972,,
1288,49.32,672.219971,gyeongnam82sa1710,,
1289,48.380001,670.840027,aoe8925,,
1290,47.799999,670.700012,47doe5205,,
1291,48.080002,671.51001,33du8931,,
1292,48.34,670.820007,24wu4624,,
1293,48.439999,671.01001,93soe2794,,
1294,47.77,670.099976,69go8549,,
1295,48.889999,670.919983,16no6823,,
1296,47.860001,670.890015,17ro8524,,
1297,49.18,671.700012,90bo785,,
1298,48.52,671.01001,10ju8617,,
1299,48.209999,670.77002,42moe7646,,
1300,49.349998,671.530029,58ho4652,,
1301,49.02,672.460022,50mo6395,,
1302,49.43,671.640015,43moe6248,,
1303,49.299999,671.75,69go8421,,
1304,47.720001,669.900024,31jo3026,,
1305,47.880001,671.929993,93mo6658,,
1306,47.790001,670.25,18so2081,,
1307,48.259998,670.73999,90du2640,,
1308,48.950001,672.830017,oo,,
1309,47.75,670.280029,chungbuk14do6089,,
1310,47.959999,670.359985,13jo7614,,
1311,49.419998,671.900024,8roe3245,,
1312,47.75,670.22998,86du5737,,
1313,47.540001,669.97998,68ha4915,,
1314,48.029999,670.599976,joe7812,,
1315,47.23,669.590027,56ga4797,,
1316,48.23,670.640015,83bo4518,,
1317,47.77,671.049988,40boe287,,
1318,48.709999,670.530029,19ro8143,,
1319,47.709999,670.01001,73ha2063,,
1320,47.740002,670.22998,jeonbuk98sa4214,,
1321,47.98,670.390015,20go2129,,
1322,48.5,671.059998,98ba2269,,
1323,47.490002,669.710022,15joe9169,,
1324,48.709999,670.929993,15boe6136,,
1325,48.580002,670.859985,26su2503,,
1326,47.709999,670.299988,14nu3234,,
1327,48.830002,671.47998,86sa585,,
1328,48.130001,670.669983,chungbuk80aa3690,,
1329,48.919998,671.609985,gyeongbuk09go716,,
1330,47.560001,669.900024,52nu6948,,
1331,48.509998,671.179993,10ma5212,,
1332,48.360001,670.659973,19ra1238,,
1333,48.619999,670.919983,30ho6529,,
1334,49.080002,671.919983,85roe3128,,
1335,48.349998,670.789978,29ru8620,,
1336,47.52,669.849976,14ma8151,,
1337,47.68,670.27002,goe7699,,
1338,49,671.309998,97oo807,,
1339,48.299999,670.650024,10boe5132,,
1340,48.720001,671.22998,70joe8822,,
1341,47.91,670.630005,85boe7125,,
1342,47.610001,670.200012,17no9256,,
1343,47.98,670.349976,27hoe1849,,
1344,47.599998,669.869995,89wu5422,,
1345,48.240002,670.940002,78ju1339,,
1346,48.330002,670.580017,17bo6956,,
1347,48.41,671.190002,43ga3518,,
1348,48.619999,671.619995,43ga2810,,
1349,48.32,670.75,gyeonggi93ja3358,,
1350,48.990002,671.619995,gyeonggi99sa8928,,
1351,47.779999,670.320007,64ra0738,,
1352,49.27,671.619995,chungbuk80aa4571,,
1353,48.07,670.869995,19na0452,,
1354,47.919998,670.409973,jeonnam74sa1093,,
1355,49.360001,671.590027,53mo9228,,
1356,48.490002,670.690002,66ja5517,,
1357,47.799999,670.02002,92ro659,,
1358,49.419998,673.109985,81mu5638,,
1359,47.720001,669.960022,81goe3414,,
1360,47.880001,670.51001,91bu1516,,
1361,49.119999,672.01001,55mo702,,
1362,48.759998,671.900024,32na8772,,
1363,47.860001,670.349976,14ro0670,,
1364,47.93,670.710022,97du8249,,
1365,47.75,670.619995,seoul87aa5318,,
1366,48.889999,671.200012,17bo780,,
1367,48.02,670.549988,40doe4235,,
1368,49.91,669.690002,25du4346,,
1369,47.830002,669.969971,90soe848,,
