idx,inference_time(localize),inference_time(recognize),result,ground_truth,isTrue
924,48.27,670.6400150000001,busan90aa6837,busan90aa6837,O
925,48.240002000000004,670.580017,chungbuk82aa2656,chungbuk82aa2656,O
926,49.27,672.0599980000001,57no431,57no4431,X
927,48.16,670.409973,chungnam80ba5014,chungnam80ba5014,O
928,48.830002,670.919983,83doe953,83doe9553,X
929,47.919998,670.119995,47do1481,47do1481,O
930,47.799999,670.469971,20ho3355,20ho3355,O
931,48.02,670.539978,chungbuk82aa3576,chungbuk82aa3576,O
932,48.200001,670.619995,11ga8912,11ga8912,O
933,48.970001,671.48999,chungbuk90aa1601,chungbuk90aa1601,O
934,49.380001,671.539978,39joe3753,39joe3753,O
935,48.740002000000004,670.909973,32moe8713,32moe8713,O
936,48.720001,671.5,545423,54ru5423,X
937,47.790001000000004,671.030029,02ra3296,02ra3296,O
938,48.490002000000004,671.1099849999999,1go0976,11go0976,X
939,48.02,670.960022,12su7499,12su7499,O
940,49.75,672.1099849999999,incheon85ba2780,incheon85ba2780,O
941,48.66,670.780029,40goe6573,40goe6573,O
942,49.220001,671.5599980000001,91ra170,91ra1170,X
943,49.169998,671.549988,19doe8696,19doe8696,O
944,48.709998999999996,671.429993,56du2947,56du2947,O
945,49.25,671.969971,35no1873,35no1873,O
946,48.759997999999996,671.3900150000001,gyeongbuk86aa8037,gyeongbuk86aa8037,O
947,49.099998,672.76001,37da7781,gyeongnam37da7781,X
948,49.41,671.8900150000001,16doe3021,16doe3021,O
949,48.099998,670.22998,32du397,32du3397,X
950,48.880001,671.320007,97so6738,97so6738,O
951,47.389998999999996,670.169983,06mo6210,06mo6210,O
952,49.27,672.289978,89aa410,jeonnam89aa1049,X
953,48.23,674.3900150000001,68go3623,68go3623,O
954,49.09,671.1099849999999,31gu2069,31gu2069,O
955,47.68,669.75,gyeonggi99sa1411,gyeonggi99sa1411,O
956,48.439999,671.719971,aoe,02aoe8837,X
957,47.919998,670.26001,82soe9850,82soe9850,O
958,47.779999,669.960022,6ha7315,66ha7315,X
959,48.32,670.919983,81wu2452,81wu2452,O
960,47.77,670.599976,incheon85ba4184,incheon85ba4184,O
961,49.380001,672.75,goe,incheon32goe7218,X
962,48.5,671.099976,jeonnam91ba6329,jeonnam91ba6329,O
963,48.0,670.27002,67noe8942,67noe8942,O
964,48.759997999999996,671.619995,36da9510,36da9510,O
965,48.599998,671.090027,39joe9483,39joe9483,O
966,49.259997999999996,671.5599980000001,chungbuk82aa2563,chungbuk82aa2563,O
967,47.970001,670.380005,14moe2548,14moe2548,O
968,48.91,671.580017,38noe3416,38noe3416,O
969,48.349998,670.719971,39noe3492,39noe3492,O
970,48.150002,670.8900150000001,17no5775,17no5775,O
971,47.990002000000004,670.23999,84goe9511,84goe9511,O
972,47.470001,669.549988,59bo0906,59bo0906,O
973,48.150002,670.47998,41ha7746,41ha7746,O
974,47.900002,670.380005,60bu4852,60bu4852,O
975,47.32,669.6900019999999,1ha1017,11hoe1017,X
976,47.709998999999996,670.030029,12do7857,12do7857,O
977,49.139998999999996,671.580017,so2568,22so5668,X
978,47.700001,670.049988,42noe4122,42noe4122,O
979,49.049999,671.47998,26gu8183,26gu8183,O
980,48.080002,669.909973,55noe6623,55noe6623,O
981,47.919998,670.679993,24su5039,24su5039,O
982,47.740002000000004,670.27002,93nu9689,93nu9689,O
983,46.290001000000004,669.630005,84bo329,84roe3269,X
984,49.540001000000004,672.780029,daejeon89aa2999,daejeon89aa2999,O
985,47.799999,670.320007,97bo832,97bo8832,X
986,49.009997999999996,671.840027,82sa8463,gyeongnam82sa8463,X
987,47.529999,670.349976,21doe0610,21doe0610,O
988,48.5,671.72998,27bo4425,27bo4425,O
989,48.970001,671.6099849999999,59wu6045,59wu6045,O
990,47.73,670.080017,20noe8726,20noe8726,O
991,47.990002000000004,670.400024,76jo6353,76jo6353,O
992,48.25,671.419983,27moe6335,gangwon27moe6335,X
993,49.0,671.3900150000001,01ho8150,01ho8150,O
994,49.599998,672.619995,67wu647,67wu6477,X
995,47.549999,669.8900150000001,gyeongbuk80aa8027,gyeongbuk80aa8027,O
996,49.009997999999996,671.6099849999999,30ju500,30ju5000,X
997,48.650002,671.369995,103goe0682,03goe0682,X
998,47.91,671.450012,53ga5797,53ga5797,O
999,49.48,671.6099849999999,54ho876,54ho8776,X
1000,48.380001,670.669983,seoul68ba413,seoul86ba4133,X
1001,47.380001,670.1900019999999,83ba2839,jeonnam83ba2839,X
1002,48.93,672.349976,chungbukdo6688,chungbuk06do6688young,X
1003,47.759997999999996,670.289978,24ra4012,24ra4012,O
1004,48.360001000000004,670.6400150000001,30da0652,30da0652,O
1005,49.209998999999996,671.820007,ga1306,11ga3066,X
1006,48.18,670.419983,85boe9526,85boe9526,O
1007,47.66,669.969971,59noe4125,59noe4125,O
1008,49.189999,671.6099849999999,31ra995,31ra9995,X
1009,48.09,670.77002,67du7656,67du7656,O
1010,48.880001,671.349976,54joe0427,54joe0427,O
1011,47.77,670.3599849999999,2ha5934,22hoe5934,X
1012,48.549999,671.3099980000001,83no4232,83no4232,O
1013,47.549999,670.090027,chungbuk14go5228,chungbuk14go5228young,X
1014,48.119999,670.5,71roe2859,71roe2859,O
1015,47.77,670.369995,jeonnam99aa8001,jeonnam99aa8001,O
1016,48.779999,671.210022,daejeon80ba1150,daejeon80bae1150,X
1017,47.509997999999996,669.98999,19da382,19da3822,X
1018,48.41,671.169983,81ga8155,81ga8155,O
1019,48.459998999999996,671.0599980000001,69mo4155,69mo4155,O
1020,48.400002,670.830017,24nu3500,24nu3500,O
1021,48.709998999999996,670.950012,chungbuk90aa1630,chungbuk90aa1630,O
1022,48.889998999999996,671.27002,89aa3731,gyeonggi89aa3731,X
1023,49.049999,671.73999,chungbuk14go6989,chungbuk14go6989young,X
1024,48.740002000000004,671.590027,chungbuk06do5080,chungbuk06do5080young,X
1025,48.220001,670.799988,48joe524,48joe5224,X
1026,47.700001,669.780029,62da6404,62da6404,O
1027,47.689999,669.900024,89bu2894,89bu2894,O
1028,48.549999,671.179993,chungbuk14go7452,chungbuk14go7452young,X
1029,47.959998999999996,672.1400150000001,79ma5211,79ma5211,O
1030,48.740002000000004,670.950012,84bo8912,84bo8912,O
1031,48.0,670.840027,12do6915,12do6915,O
1032,49.16,671.6900019999999,17ba5318,gangwon17ba5318,X
1033,49.529999,671.73999,49go9416,49go9416,O
1034,49.34,673.22998,ro,daejeon80ro3189,X
1035,48.75,671.099976,21ro2250,21ro2250,O
1036,49.16,671.47998,17wu516,17wu5166,X
1037,48.369999,670.3900150000001,daegu80aa1821,daegu80aa1821,O
1038,47.73,670.409973,36boe3120,36boe3120,O
1039,48.75,671.659973,chungbuk84aa5736,chungbuk84aa5736,O
1040,49.130001,671.3900150000001,10do703young,10do7003,X
1041,47.880001,670.650024,40soe3601,40soe3601,O
1042,48.220001,670.719971,gyeonggi95ja7846,gyeonggi95ja7846,O
1043,49.189999,671.330017,13bo6784,13bo6784,O
1044,48.25,670.75,noe5394,53noe9944,X
1045,49.580002,671.679993,85boe907,85boe9007,X
1046,48.16,670.380005,34bu4307,34bu4307,O
1047,49.16,671.460022,incheon95ba3038,incheon95ba3038,O
1048,48.599998,671.280029,27ru4688,27ru4688,O
1049,49.389998999999996,671.549988,38jo795,38jo7995,X
1050,47.970001,670.409973,54-403,54du4033,X
1051,49.110001000000004,672.539978,73ru1877,seoul73ru1877,X
1052,49.220001,671.72998,17gu2612,17gu2612,O
1053,47.799999,670.409973,42joe1236,42joe1236,O
1054,48.779999,671.320007,incheon85ja4154,incheon85ja4154,O
1055,49.139998999999996,671.289978,jeonbuk98sa4169,jeonbuk98sa4169,O
1056,48.799999,671.349976,chungnam85sa1150,chungnam85sa1150,O
1057,49.360001000000004,671.969971,46gu0340,46gu0340,O
1058,48.189999,670.3099980000001,12doe6983,12doe6983,O
1059,48.779999,671.349976,jeju96aa2817,jeju96aa2817,O
1060,48.279999,670.450012,gyeonggi95ja4500,gyeonggi95ja4500,O
1061,48.040001000000004,670.070007,42doe1480,42doe1480,O
1062,47.610001000000004,670.330017,jeonnam80ba4959,jeonnam80ba4959,O
1063,47.619999,669.799988,01so0739,01so0739,O
1064,48.200001,670.48999,jeonbuk90sa1260,jeonbuk90sa1260,O
1065,48.299999,670.710022,chungnam85sa1905,chungnam85sa1905,O
1066,48.150002,671.22998,jeonnam84ba3260,jeonnam84ba3260,O
1067,49.060001,671.590027,16ra9331,16ra9331,O
1068,47.459998999999996,670.080017,73ho2521,73ho2521,O
1069,48.34,670.52002,83moe919,83moe9919,X
1070,47.610001000000004,669.900024,15ju9410,15ju9410,O
1071,47.689999,670.450012,93roe5724,93roe5724,O
1072,48.73,671.77002,29mo6544,29mo6544,O
1073,47.880001,670.630005,35ra8699,35ra8699,O
1074,48.099998,670.6099849999999,53boe0523,53boe0523,O
1075,48.790001000000004,671.6900019999999,84mo990,84mo9990,X
1076,49.209998999999996,671.919983,56ga9968,seoul56ga9968,X
1077,47.990002000000004,670.280029,67da5107,67da5107,O
1078,48.889998999999996,671.799988,35joe558,35joe5558,X
1079,48.139998999999996,670.3599849999999,75ra6560,75ra6560,O
1080,47.450001,670.780029,84goe2914,84goe2914,O
1081,49.459998999999996,671.929993,64ho526,64ho5266,X
1082,48.060001,671.01001,busan90ba3394,busan90ba3394,O
1083,48.939999,671.630005,06moe8681,06moe8681,O
1084,48.040001000000004,670.330017,seoul71ba6964,seoul71ba6964,O
1085,49.310001,671.849976,15ja1003,gangwon15ja1003,X
1086,49.43,671.570007,jeonnam74sa1261,jeonnam74sa1261,O
1087,47.720001,670.919983,48goe7879,seoul48goe7879,X
1088,49.259997999999996,671.679993,90bu2254,90bu2254,O
1089,48.490002000000004,670.75,jeonnam90ba2650,jeonnam90ba2650,O
1090,47.98,670.48999,55joe2730,55joe2730,O
1091,49.040001000000004,671.650024,48bo205,48bo2055,X
1092,47.990002000000004,670.659973,31bu8521,31bu8521,O
1093,48.5,670.679993,69go2168,69go2168,O
1094,49.150002,672.25,33da2874,gangwon33da2874,X
1095,47.939999,670.4400019999999,47ro9435,47ro9435,O
1096,47.68,670.219971,24ru913,24ru9913,X
1097,49.470001,671.8099980000001,64na2892,64na2892,O
1098,48.639998999999996,671.450012,98ba3816,seoul98ba3816,X
1099,49.330002,671.669983,84oo9236,84oo9236,O
1100,49.700001,672.070007,88aa6966,daejeon88aa6966,X
1101,48.75,671.5599980000001,gyeongnam81sa1645,gyeongnam81sa1645,O
1102,47.66,670.669983,62noe5576,62noe5576,O
1103,49.02,671.349976,daejeon87aa5409,daejeon87aa5409,O
1104,49.119999,671.3900150000001,38bu945,38bu9445,X
1105,47.540001000000004,670.219971,28bu3289,28bu3289,O
1106,48.34,670.5599980000001,43ro1420,43ro1420,O
1107,47.619999,669.929993,6oo3063,66oo3063,X
1108,48.919998,671.219971,15nu8476,15nu8476,O
1109,49.52,671.669983,93roe383,93roe3883,X
1110,48.59,671.380005,41ju1580,41ju1580,O
1111,48.43,671.049988,36no8097,36no8097,O
1112,47.669998,670.409973,35roe9893,35roe9893,O
1113,48.939999,672.75,bu,05bu6301,X
1114,47.470001,669.929993,10boe7716,10boe7716,O
1115,47.470001,670.090027,80oo184,80oo8184,X
1116,48.84,671.6400150000001,57doe7340,57doe7340,O
1117,48.259997999999996,670.75,gyeongbuk75ba2592,gyeongbuk75ba2592,O
1118,48.119999,670.849976,27gu9516,27gu9516,O
1119,47.82,670.27002,58noe2694,58noe2694,O
1120,48.91,671.01001,84moe7501,84moe7501,O
1121,47.959998999999996,670.26001,24mu281,24mu2281,X
1122,48.77,671.1099849999999,gyeonggi93aa7420,gyeonggi93aa7420,O
1123,48.68,671.150024,32so6054,32so6054,O
1124,47.950001,670.299988,ho1686,11ho6686,X
1125,48.59,671.0,30ba753,30boe7753,X
1126,49.540001000000004,672.0,55bu696,55bu6966,X
1127,47.900002,670.460022,70ju4869,70ju4869,O
1128,48.389998999999996,671.1400150000001,soe,29soe7594,X
1129,47.810001,670.23999,24do4497,24do4497,O
1130,49.369999,672.070007,38gu1862,38gu1862,O
1131,48.110001000000004,670.47998,30soe707,30soe7077,X
1132,47.990002000000004,670.0599980000001,62nu2699,62nu2699,O
1133,49.450001,671.659973,87ru2535,87ru2535,O
1134,47.91,670.3599849999999,busan99sa6735,busan99sa6735,O
1135,47.68,669.840027,46joe581,46joe5811,X
1136,49.049999,671.8900150000001,57da697,57da6977,X
1137,47.790001000000004,670.26001,57ju5396,57ju5396,O
1138,48.450001,670.599976,57oo0872,57oo0872,O
1139,47.360001000000004,669.8599849999999,42soe6929,42soe6929,O
1140,49.080002,671.599976,40nu2174,40nu2174,O
1141,47.709998999999996,670.01001,jeonnam82ba5041,jeonnam82bae5041,X
1142,49.419998,671.4400019999999,61nu194,61nu1944,X
1143,47.720001,670.960022,85ro6230,85ro6230,O
1144,49.25,672.0,92so4370,92so4370,O
1145,49.09,672.76001,05gu9490,05gu9490,O
1146,48.799999,671.48999,89gu6256,89gu6256,O
1147,49.110001000000004,672.01001,ga,53ga1768,X
1148,48.560001,670.969971,67do9070,67do9070,O
1149,48.990002000000004,671.919983,12ho2398,12ho2398,O
1150,48.0,670.47998,34du7277,34du7277,O
1151,48.560001,670.820007,jeonnam74sa1028,jeonnam74sa1028,O
1152,48.139998999999996,670.469971,13gu7461,13gu7461,O
1153,48.5,671.1400150000001,88bo139,88bo1339,X
1154,48.650002,671.090027,41noe3587,41noe3587,O
1155,49.290001000000004,671.8599849999999,18ma9798,18ma9798,O
1156,49.09,671.349976,gyeongnam81aa9770,gyeongnam81aa9770,O
1157,47.990002000000004,670.97998,jeonnam98ja7135,jeonnam98ja7135,O
1158,49.290001000000004,671.570007,52mo9093,52mo9093,O
1159,49.099998,671.5599980000001,46su6395,46su6395,O
1160,48.450001,670.8900150000001,seoul85ba2998,seoul85ba2998,O
1161,47.959998999999996,670.1900019999999,jeonnam98aa1634,jeonnam98aa1634,O
1162,47.610001000000004,670.3099980000001,35aa5069,chungbuk35aa5069,X
1163,48.360001000000004,670.679993,82bu9158,82bu9158,O
1164,49.459998999999996,674.51001,27bo4938,27bo4938,O
1165,48.240002000000004,671.289978,busan59aa256,busan95aa5526,X
1166,48.98,673.580017,27roe3869,busan27roe3869,X
1167,48.209998999999996,670.75,jeonnam86ba2841,jeonnam86ba2841,O
1168,47.66,670.02002,23nu1246,23nu1246,O
1169,48.509997999999996,670.75,seoul81sa4928,seoul81sa4928,O
1170,49.080002,672.130005,gyeongnam81sa2329,gyeongnam81sa2329,O
1171,48.130001,671.02002,gyeonggi92ja5867,gyeonggi92ja5867,O
1172,49.16,671.590027,3aoe3672,33aoe3672,X
1173,49.419998,672.01001,51ro5301,51ro5301,O
1174,48.599998,671.039978,48wu2160,48wu2160,O
1175,48.41,670.75,seoul83sa4669,seoul83sa4669,O
1176,48.119999,670.719971,81aoe9684,81aoe9684,O
1177,48.150002,670.429993,2ha7373,22ha7373,X
1178,47.57,669.8099980000001,31moe7409,31moe7409,O
1179,49.349998,671.700012,73ho801,73ho8801,X
1180,49.110001000000004,671.48999,51so2379,51so2379,O
1181,48.48,671.070007,95soe404,95soe4044,X
1182,47.759997999999996,670.469971,gyeonggi94sa5111,gyeonggi94sa5111,O
1183,48.919998,672.150024,jeonnam06ka4620,jeonnam06ra4620,X
1184,49.509997999999996,672.210022,87doe4248,87doe4248,O
1185,49.580002,671.960022,39ro8762,39ro8762,O
1186,48.52,672.330017,35ga8696,gangwon35ga8696,X
1187,48.279999,670.880005,91na3884,91na3884,O
1188,49.139998999999996,671.1900019999999,gyeonggi84aa1060,gyeonggi84aa1060,O
1189,47.900002,670.8599849999999,31bo8573,31bo8573,O
1190,47.700001,670.349976,31hoe673,31hoe6673,X
1191,48.689999,671.090027,62ru8824,62ru8824,O
1192,48.380001,670.75,23do2065,23do2065,O
1193,48.459998999999996,670.539978,gyeongbuk84aa9801,gyeongbuk84aa9801,O
1194,48.700001,671.030029,47ju1537,47ju1537,O
1195,48.669998,671.869995,jeonnam98ja7130,jeonnam98ja7130,O
1196,49.16,671.409973,17oo3202,17oo3202,O
1197,48.32,671.22998,34roe1727,34roe1727,O
1198,49.189999,671.530029,57go8722,57go8722,O
1199,48.700001,671.469971,18joe6728,18joe6728,O
1200,48.34,670.830017,68ha4979,68ha4979,O
1201,48.290001000000004,671.330017,65bo9361,65bo9361,O
1202,47.919998,670.570007,990sa1509,jeonbuk90sa1509,X
1203,48.59,671.1400150000001,28gu8554,28gu8554,O
1204,48.779999,671.159973,72du5747,72du5747,O
1205,48.720001,671.619995,90roe9616,90roe9616,O
1206,49.029999,671.700012,07su1226,07su1226,O
1207,47.560001,670.1099849999999,chungbuk14go5141,chungbuk14go5141young,X
1208,48.189999,670.48999,14na5674,14na5674,O
1209,47.689999,670.6900019999999,43no2535,43no2535,O
1210,48.43,671.080017,27ma0188,27ma0188,O
1211,47.91,670.619995,gwangju90ba2376,광ju90ba2376,X
1212,48.720001,671.0,gyeonggi94sa2625,gyeonggi94sa2625,O
1213,48.25,670.619995,83doe952,83doe9952,X
1214,48.73,671.97998,50ga1796,50ga1796,O
1215,48.389998999999996,671.869995,87roe3595,87roe3595,O
1216,48.240002000000004,670.909973,63ju5085,63ju5085,O
1217,47.950001,670.179993,62su0312,62su0312,O
1218,48.73,671.299988,34roe1898,34roe1898,O
1219,47.57,670.070007,31mo7406,31mo7406,O
1220,49.169998,671.789978,76da9092,76da9092,O
1221,48.759997999999996,671.169983,46jo1943,46jo1943,O
1222,49.099998,671.429993,49da4065,49da4065,O
1223,49.32,671.630005,87aa8336,daejeon87aa8336,X
1224,48.139998999999996,670.679993,47ro9315,47ro9315,O
1225,47.540001000000004,670.1099849999999,02ra9289,02ra9289,O
1226,49.189999,671.97998,95soe8307,95soe8307,O
1227,48.009997999999996,670.98999,ba9680,daejeon99ba6880,X
1228,48.950001,671.429993,80aoe8727,80aoe8727,O
1229,48.299999,670.679993,96du9029,96du9029,O
1230,47.799999,671.450012,40ra5455,40ra5455,O
1231,48.59,670.869995,32jo1935,32jo1935,O
1232,49.360001000000004,672.3599849999999,86go8039,86go8039,O
1233,48.459998999999996,670.960022,jeonbuk06ba2080,jeonbuk06ba2080,O
1234,48.02,670.710022,58boe2994,58boe2994,O
1235,49.549999,671.77002,17moe9342,17moe9342,O
1236,47.700001,670.0599980000001,60da5878,60da5878,O
1237,47.849998,670.349976,23ma1021,23ma1021,O
1238,48.77,671.450012,incheon98ba4607,incheon98ba4607,O
1239,47.689999,670.299988,13oo264,13oo6493,X
1240,49.25,672.23999,65jo8352,65jo8352,O
1241,48.02,670.23999,chungbuk80ba1139,chungbuk80ba1139,O
1242,48.580002,670.8099980000001,51da3420,51da3420,O
1243,48.43,670.960022,67so5415,67so5415,O
1244,48.529999,670.700012,30ha1532,30ha1532,O
1245,47.290001000000004,670.219971,37gu8817,37gu8817,O
1246,47.34,669.98999,82ro2058,82ro2058,O
1247,48.810001,671.8099980000001,23so347,23so3447,X
1248,48.389998999999996,670.5,96doe907,96doe9007,X
1249,48.169998,670.340027,42no9122,42no9122,O
1250,47.57,670.320007,jeonbuk83na5045,jeonbuk83na5045,O
1251,48.84,671.590027,03ha9658,03hoe9658,X
1252,48.290001000000004,670.349976,su3407,33su4077,X
1253,47.73,670.320007,15ru5253,15ru5253,O
1254,49.439999,671.5,85do371,85do1779,X
1255,48.549999,671.73999,59wu9240,59wu9240,O
1256,48.43,671.090027,62ro6802,62ro6802,O
1257,48.029999,670.130005,30ru9431,30ru9431,O
1258,47.639998999999996,670.5599980000001,62ha8012,62ha8012,O
1259,48.080002,670.6900019999999,57so9723,57so9723,O
1260,47.720001,669.960022,16ru2338,16ru2338,O
1261,49.009997999999996,672.280029,85112,jeonnam81ba2277,X
1262,49.450001,671.6099849999999,5na1505,55na1505,X
1263,49.560001,671.98999,92ro6850,92ro6850,O
1264,49.400002,671.820007,01go9229,01go9229,O
1265,47.700001,671.280029,busan30go4165,busan30go4165,O
1266,48.0,670.8099980000001,36ba494,busan36ba9420,X
1267,48.049999,670.179993,jeonnam82ba8732,jeonnam82ba8732,O
1268,49.110001000000004,672.099976,51mo8980,51mo8980,O
1269,47.939999,670.6900019999999,19da2329,19da2329,O
1270,48.98,671.580017,24doe572,24ra7262,X
1271,48.73,670.880005,53ga1721,53ga1721,O
1272,48.32,670.840027,22hoe5240,22hoe5240,O
1273,48.849998,671.77002,83soe7421,83soe7421,O
1274,48.330002,671.23999,83soe7402,83soe7402,O
1275,47.630001,669.97998,49soe3103,49soe3103,O
1276,48.330002,671.070007,42nu8996,42nu8996,O
1277,48.259997999999996,670.400024,41su2384,41su2384,O
1278,49.48,672.039978,35moe644,35moe6444,X
1279,47.529999,669.650024,64mo0265,64mo0265,O
1280,48.169998,670.450012,31aoe3434,31aoe3434,O
1281,49.09,671.409973,47na7285,47na7285,O
1282,49.209998999999996,671.72998,50bu0969,50bu0969,O
1283,49.16,672.280029,87aa442,daejeon87aa4241,X
1284,47.619999,670.02002,95ga9165,95ga9165,O
1285,48.950001,671.200012,27joe9827,27joe9827,O
1286,48.139998999999996,671.080017,66boe8808,66boe8808,O
1287,48.639998999999996,671.090027,90joe8972,90joe8972,O
1288,49.32,672.219971,gyeongnam82sa1710,gyeongnam82sa1710,O
1289,48.380001,670.840027,aoe8925,88aoe9925,X
1290,47.799999,670.700012,47doe5205,47doe5205,O
1291,48.080002,671.51001,33du8931,incheon33du8931,X
1292,48.34,670.820007,24wu4624,24wu4624,O
1293,48.439999,671.01001,93soe2794,93soe2794,O
1294,47.77,670.099976,69go8549,69go8549,O
1295,48.889998999999996,670.919983,16no6823,16no6823,O
1296,47.860001000000004,670.8900150000001,17ro8524,17ro8524,O
1297,49.18,671.700012,90bo785,90bo7885,X
1298,48.52,671.01001,10ju8617,10ju8617,O
1299,48.209998999999996,670.77002,42moe7646,42moe7646,O
1300,49.349998,671.530029,58ho4652,58ho4652,O
1301,49.02,672.460022,50mo6395,50mo6395,O
1302,49.43,671.6400150000001,43moe6248,43moe6248,O
1303,49.299999,671.75,69go8421,69go8421,O
1304,47.720001,669.900024,31jo3026,31jo3026,O
1305,47.880001,671.929993,93mo6658,93mo6658,O
1306,47.790001000000004,670.25,18so2081,18so2081,O
1307,48.259997999999996,670.73999,90du2640,90du2640,O
1308,48.950001,672.830017,oo,80oo5752,X
1309,47.75,670.280029,chungbuk14do6089,chungbuk14go6089young,X
1310,47.959998999999996,670.3599849999999,13jo7614,13jo7614,O
1311,49.419998,671.900024,8roe3245,88roe3245,X
1312,47.75,670.22998,86du5737,86du5737,O
1313,47.540001000000004,669.97998,68ha4915,68ha4915,O
1314,48.029999,670.599976,joe7812,77joe8112,X
1315,47.23,669.590027,56ga4797,56ga4797,O
1316,48.23,670.6400150000001,83bo4518,83bo4518,O
1317,47.77,671.049988,40boe287,40boe2287,X
1318,48.709998999999996,670.530029,19ro8143,19ro8143,O
1319,47.709998999999996,670.01001,73ha2063,73hoe2063,X
1320,47.740002000000004,670.22998,jeonbuk98sa4214,jeonbuk98sa4214,O
1321,47.98,670.3900150000001,20go2129,20go2129,O
1322,48.5,671.0599980000001,98ba2269,chungbuk98ba2269,X
1323,47.490002000000004,669.710022,15joe9169,15joe9169,O
1324,48.709998999999996,670.929993,15boe6136,55boe6136,X
1325,48.580002,670.8599849999999,26su2503,26su2503,O
1326,47.709998999999996,670.299988,14nu3234,14nu3234,O
1327,48.830002,671.47998,86sa585,jeonbuk86sa5885,X
1328,48.130001,670.669983,chungbuk80aa3690,chungbuk80aa3690,O
1329,48.919998,671.6099849999999,gyeongbuk09go716,gyeongbuk06go1793,X
1330,47.560001,669.900024,52nu6948,52nu6948,O
1331,48.509997999999996,671.179993,10ma5212,10ma5212,O
1332,48.360001000000004,670.659973,19ra1238,19ra1238,O
1333,48.619999,670.919983,30ho6529,30ho6529,O
1334,49.080002,671.919983,85roe3128,85roe3128,O
1335,48.349998,670.789978,29ru8620,29ru8620,O
1336,47.52,669.849976,14ma8151,14ma8151,O
1337,47.68,670.27002,goe7699,77goe6999,X
1338,49.0,671.3099980000001,97oo807,97oo8007,X
1339,48.299999,670.650024,10boe5132,10boe5132,O
1340,48.720001,671.22998,70joe8822,70joe8822,O
1341,47.91,670.630005,85boe7125,85boe7125,O
1342,47.610001000000004,670.200012,17no9256,17no9256,O
1343,47.98,670.349976,27hoe1849,27hoe1849,O
1344,47.599998,669.869995,89wu5422,89wu5422,O
1345,48.240002000000004,670.9400019999999,78ju1339,78ju1339,O
1346,48.330002,670.580017,17bo6956,17bo6956,O
1347,48.41,671.1900019999999,43ga3518,43ga3518,O
1348,48.619999,671.619995,43ga2810,43ga2810,O
1349,48.32,670.75,gyeonggi93ja3358,gyeonggi93ja3358,O
1350,48.990002000000004,671.619995,gyeonggi99sa8928,gyeonggi99sa8928,O
1351,47.779999,670.320007,64ra0738,64ra0738,O
1352,49.27,671.619995,chungbuk80aa4571,chungbuk80aa4571,O
1353,48.07,670.869995,19na0452,19na0452,O
1354,47.919998,670.409973,jeonnam74sa1093,jeonnam74sa1093,O
1355,49.360001000000004,671.590027,53mo9228,53mo9228,O
1356,48.490002000000004,670.6900019999999,66ja5517,66joe5517,X
1357,47.799999,670.02002,92ro659,92ro6599,X
1358,49.419998,673.1099849999999,81mu5638,gyeongnam81mu5638,X
1359,47.720001,669.960022,81goe3414,81goe3414,O
1360,47.880001,670.51001,91bu1516,91bu1516,O
1361,49.119999,672.01001,55mo702,55mo7702,X
1362,48.759997999999996,671.900024,32na8772,jeonnam32na8772,X
1363,47.860001000000004,670.349976,14ro0670,14ro0670,O
1364,47.93,670.710022,97du8249,97du8249,O
1365,47.75,670.619995,seoul87aa5318,seoul87aa5318,O
1366,48.889998999999996,671.200012,17bo780,17bo7800,X
1367,48.02,670.549988,40doe4235,40doe4235,O
1368,49.91,669.6900019999999,25du4346,25du4346,O
1369,47.830002,669.969971,90soe848,90soe8448,X
1370,48.240002000000004,670.960022,jeonbuk06ba2550,jeonbuk06ba2550,O
1371,49.07,671.530029,37so1982,37so1982,O
1372,47.740002000000004,670.780029,06goe9897,06goe9897,O
1373,48.23,670.8599849999999,13mo8462,13mo8462,O
1374,48.68,671.6900019999999,15soe7707,57soe7707,X
1375,48.490002000000004,670.98999,seoul88aa1679,seoul88aa1679,O
1376,48.740002000000004,671.01001,67so132,67so1332,X
1377,48.080002,670.450012,42bu7502,42bu7502,O
1378,49.029999,671.6400150000001,gyeonggi90ja2050,gyeonggi90ja2050,O
1379,47.740002000000004,670.4400019999999,gyeonggi90sa2833,gyeonggi90sa2833,O
1380,48.279999,670.789978,49noe9877,49noe9877,O
1381,47.889998999999996,670.02002,36joe6346,36joe6346,O
1382,49.509997999999996,671.6900019999999,chungnam80ba8352,chungnam80ba8352,O
1383,48.509997999999996,671.0,35du1499,35du1499,O
1384,48.259997999999996,671.070007,35do791,35do1791,X
1385,48.509997999999996,670.9400019999999,goe7379,77goe3379,X
1386,49.0,671.049988,incheon85sa1781,incheon85sa1781,O
1387,48.060001,671.3900150000001,41boe6604,41boe6604,O
1388,49.32,671.200012,chungbuk98ba5240,chungbuk98ba5240,O
1389,49.259997999999996,671.51001,6so2182,66so2182,X
1390,48.639998999999996,671.01001,jeonnam98ba9635,jeonnam98ba9635,O
1391,49.209998999999996,673.48999,boe,60boe5363,X
1392,47.75,670.1099849999999,61bo1767,61bo1767,O
1393,48.790001000000004,671.710022,20ho9807,20ho9807,O
1394,47.630001,670.210022,52goe8063,52goe8063,O
1395,48.77,671.340027,09soe438,09soe4438,X
1396,47.830002,670.289978,jeonnam86ba5261,jeonnam86ba5261,O
1397,47.700001,670.030029,34ju1901,34ju1901,O
1398,47.84,670.099976,28bu0617,28bu0617,O
